# EventID	TrackID	TotalTrackLength_mm	FinalVolume
0	1	1.907	Unknown
0	2	3.707	Pb2
0	3	5.647	Pb2
0	4	1.116	Pb2
0	5	3.739	Pb2
0	6	0.030	Pb2
0	7	1.419	Pb2
0	8	2.488	Pb2
0	9	2.880	Pb2
0	10	2.824	Pb2
0	11	3.613	Pb2
0	12	0.034	Unknown
0	13	3.116	Pb2
0	14	1.907	Pb2
0	15	5.268	Pb2
0	16	1.302	Pb2
0	17	2.277	Pb2
0	18	1.965	Pb2
0	19	2.362	Pb2
0	20	0.038	Pb2
0	21	0.488	Pb2
0	22	1.126	Pb2
0	23	0.486	Pb2
0	24	5.232	Pb2
0	25	0.098	Pb2
0	26	8.421	Pb2
0	27	1.503	Pb2
0	28	0.461	Pb2
0	29	0.874	Pb2
0	30	0.442	Pb2
0	31	1.314	Pb2
0	32	1.887	Pb2
0	33	5.560	Pb2
0	34	6.690	Pb2
0	35	0.605	Pb2
0	36	0.473	Pb2
0	37	0.089	Pb2
0	38	1.776	Pb2
0	39	1.788	Pb2
0	40	1.740	Pb2
0	41	0.723	Unknown
0	42	1.001	Pb2
0	43	1.030	Pb2
0	44	4.593	Pb2
0	45	0.542	Pb2
0	46	3.739	Pb2
0	47	4.832	Pb2
0	48	0.049	Pb2
0	49	0.642	Pb2
0	50	0.182	Pb2
0	51	3.353	Pb2
0	52	0.509	Pb2
0	53	10.192	Pb2
0	54	0.166	Pb2
0	55	4.559	Pb2
0	56	4.210	Pb2
0	57	0.814	Pb2
0	58	1.815	Pb2
0	59	0.142	Pb2
0	60	2.882	Pb2
0	61	0.977	Pb2
0	62	1.874	Pb2
0	63	2.600	Pb2
0	64	2.847	Pb2
0	65	2.584	Pb2
0	66	3.242	Pb2
0	67	5.945	Pb2
0	68	2.890	Pb2
0	69	3.385	Pb2
0	70	3.171	Pb2
0	71	1.456	Pb2
0	72	0.745	Pb2
0	73	0.288	Pb2
0	74	3.750	Pb2
0	75	1.854	Pb2
0	76	1.411	Pb2
0	77	6.154	Pb2
0	78	1.529	Pb2
0	79	7.657	Pb2
0	80	2.215	Pb2
0	81	0.172	Pb2
0	82	1.594	Pb2
0	83	1.132	Pb2
0	84	2.422	Pb2
0	85	3.458	Pb2
0	86	0.076	Pb2
0	87	1.128	Pb2
0	88	1.423	Pb2
0	89	2.254	Pb2
0	90	3.260	Pb2
0	91	0.213	Pb2
0	92	1.952	Pb2
0	93	2.200	Pb2
0	94	1.794	Pb2
0	95	0.239	Pb2
0	96	11.740	Pb2
0	97	4.206	Pb2
0	98	1.770	Pb2
0	99	8.016	Pb2
0	100	2.367	Pb2
0	101	0.166	Pb2
0	102	2.302	Pb2
0	103	0.909	Pb2
0	104	5.478	Pb2
0	105	3.188	Pb2
0	106	2.613	Pb2
0	107	0.655	Pb2
0	108	6.275	Pb2
0	109	4.187	Pb2
0	110	1.185	Unknown
0	111	0.370	Pb2
0	112	3.569	Pb2
0	113	0.870	Pb2
0	114	1.931	Pb2
0	115	3.542	Pb2
0	116	1.863	Pb2
0	117	0.516	Pb2
0	118	1.685	Pb2
0	119	2.419	Pb2
0	120	0.533	Pb2
0	121	0.863	Pb2
0	122	0.713	Pb2
0	123	1.652	Pb2
0	124	2.813	Pb2
0	125	0.563	Pb2
0	126	2.153	Pb2
0	127	2.460	Pb2
0	128	3.452	Pb2
0	129	3.261	Pb2
0	130	6.382	Pb2
0	131	1.825	Pb2
0	132	2.339	Pb2
0	133	2.803	Pb2
0	134	2.069	Pb2
0	135	1.351	Pb2
0	136	0.291	Pb2
0	137	0.609	Pb2
0	138	3.185	Pb2
0	139	0.177	Pb2
0	140	0.774	Pb2
0	141	2.605	Pb2
0	142	0.045	Pb2
0	143	6.952	Pb2
0	144	0.692	Pb2
0	145	0.725	Pb2
0	146	0.054	Pb2
0	147	7.563	Pb2
0	148	2.866	Pb2
0	149	1.710	Pb2
0	150	0.637	Pb2
0	151	6.691	Pb2
0	152	1.939	Pb2
0	153	1.237	Pb2
0	154	4.633	Pb2
0	155	0.505	Pb2
0	156	1.661	Pb2
0	157	0.512	Pb2
0	158	0.752	Pb2
0	159	5.833	Pb2
0	160	5.230	Pb2
0	161	3.073	Pb2
0	162	0.135	Pb2
0	163	2.672	Pb2
0	164	5.809	Pb2
0	165	2.957	Pb2
0	166	0.070	Pb2
0	167	0.655	Pb2
0	168	1.826	Pb2
0	169	5.758	Pb2
0	170	0.200	Pb2
0	171	0.307	Pb2
0	172	1.452	Pb2
0	173	0.787	Pb2
0	174	1.669	Pb2
0	175	0.071	Pb2
0	176	1.091	Pb2
0	177	0.840	Pb2
0	178	2.339	Pb2
0	179	1.287	Pb2
0	180	1.963	Pb2
0	181	4.517	Pb2
0	182	4.447	Pb2
0	183	9.800	Pb2
0	184	0.058	Pb2
0	185	3.052	Pb2
0	186	0.728	Pb2
0	187	0.072	Pb2
0	188	0.267	Pb2
0	189	1.694	Pb2
0	190	2.723	Pb2
0	191	1.812	Pb2
0	192	3.510	Pb2
0	193	10.251	Pb2
0	194	9.151	Pb2
0	195	1.281	Pb2
0	196	1.455	Pb2
0	197	1.517	Pb2
0	198	3.243	Pb2
0	199	9.948	Pb2
0	200	2.717	Pb2
0	201	2.206	Pb2
0	202	2.027	Pb2
0	203	1.125	Pb2
0	204	4.532	Pb2
0	205	1.607	Pb2
0	206	2.142	Pb2
0	207	4.082	Pb2
0	208	0.180	Pb2
0	209	5.537	Pb2
0	210	0.749	Pb2
0	211	1.396	Pb2
0	212	1.705	Pb2
0	213	2.753	Pb2
0	214	1.322	Pb2
0	215	2.289	Pb2
0	216	0.274	Pb2
0	217	2.033	Pb2
0	218	2.407	Pb2
0	219	1.761	Pb2
0	220	7.924	Pb2
0	221	2.830	Pb2
0	222	3.201	Pb2
0	223	1.364	Pb2
0	224	3.879	Pb2
0	225	1.019	Pb2
0	226	1.325	Pb2
0	227	3.391	Pb2
0	228	4.031	Pb2
0	229	0.549	Pb2
0	230	8.130	Pb2
0	231	2.512	Pb2
0	232	7.386	Pb2
0	233	0.075	Pb2
0	234	1.381	Pb2
0	235	0.407	Pb2
0	236	2.727	Pb2
0	237	1.909	Pb2
0	238	0.351	Pb2
0	239	14.925	Pb2
0	240	9.473	Pb2
0	241	0.721	Pb2
0	242	3.311	Pb2
0	243	7.738	Pb2
0	244	4.870	Pb2
0	245	5.944	Pb2
0	246	1.565	Pb2
0	247	4.072	Pb2
0	248	5.607	Pb2
0	249	2.818	Pb2
0	250	2.782	Pb2
0	251	0.812	Pb2
0	252	0.701	Pb2
0	253	1.789	Pb2
0	254	2.036	Pb2
0	255	0.143	Pb2
0	256	4.217	Pb2
0	257	0.159	Pb2
0	258	5.022	Pb2
0	259	1.392	Pb2
0	260	10.192	Pb2
0	261	1.968	Pb2
0	262	0.982	Pb2
0	263	3.027	Pb2
0	264	2.328	Pb2
0	265	4.556	Pb2
0	266	0.243	Pb2
0	267	1.998	Pb2
0	268	1.117	Pb2
0	269	2.804	Pb2
0	270	4.898	Pb2
0	271	5.084	Pb2
0	272	0.355	Pb2
0	273	3.280	Pb2
0	274	0.946	Pb2
0	275	3.449	Pb2
0	276	1.585	Pb2
0	277	4.444	Pb2
0	278	1.877	Pb2
0	279	2.014	Pb2
0	280	2.857	Pb2
0	281	1.890	Pb2
0	282	3.276	Pb2
0	283	0.380	Pb2
0	284	10.502	Pb2
0	285	5.974	Pb2
0	286	7.781	Pb2
0	287	1.548	Pb2
0	288	4.989	Pb2
0	289	8.871	Pb2
0	290	1.485	Pb2
0	291	6.086	Pb2
0	292	13.454	Pb2
0	293	3.025	Pb2
0	294	0.228	Unknown
0	295	1.185	Pb2
0	296	5.820	Pb2
0	297	0.261	Pb2
0	298	0.334	Pb2
0	299	1.640	Pb2
0	300	1.208	Pb2
0	301	5.187	Pb2
0	302	0.403	Pb2
0	303	1.802	Pb2
